0,1,A,B,1
0,1,B,C,1
0,1,C,D,1
0,1,D,E,1
0,2,A,B,1
0,2,B,C,1
0,2,C,D,1
0,2,D,E,1
0,3,A,B,1
0,3,B,C,1
0,3,C,D,1
0,3,D,E,1
0,4,A,B,1
0,4,B,C,1
0,4,C,D,1
0,4,D,E,1
0,5,A,B,1
0,5,B,C,1
0,5,C,D,1
0,5,D,E,1
0,A,1,2,1
0,A,2,3,1
0,A,3,4,1
0,A,4,5,1
0,B,1,2,1
0,B,2,3,1
0,B,3,4,1
0,B,4,5,1
0,C,1,2,1
0,C,2,3,1
0,C,3,4,1
0,C,4,5,1
0,D,1,2,1
0,D,2,3,1
0,D,3,4,1
0,D,4,5,1
0,E,1,2,1
0,E,2,3,1
0,E,3,4,1
0,E,4,5,1
1,1,A,B,1
1,1,B,C,1
1,1,C,D,1
1,1,D,E,1
1,2,A,B,1
1,2,B,C,1
1,2,C,D,1
1,2,D,E,1
1,3,A,B,1
1,3,B,C,1
1,3,C,D,1
1,3,D,E,1
1,4,A,B,1
1,4,B,C,1
1,4,C,D,1
1,4,D,E,1
1,5,A,B,1
1,5,B,C,1
1,5,C,D,1
1,5,D,E,1
1,A,1,2,1
1,A,2,3,1
1,A,3,4,1
1,A,4,5,1
1,B,1,2,1
1,B,2,3,1
1,B,3,4,1
1,B,4,5,1
1,C,1,2,1
1,C,2,3,1
1,C,3,4,1
1,C,4,5,1
1,D,1,2,1
1,D,2,3,1
1,D,3,4,1
1,D,4,5,1
1,E,1,2,1
1,E,2,3,1
1,E,3,4,1
1,E,4,5,1
2,1,A,B,1
2,1,B,C,1
2,1,C,D,1
2,1,D,E,1
2,2,A,B,1
2,2,B,C,1
2,2,C,D,1
2,2,D,E,1
2,3,A,B,1
2,3,B,C,1
2,3,C,D,1
2,3,D,E,1
2,4,A,B,1
2,4,B,C,1
2,4,C,D,1
2,4,D,E,1
2,5,A,B,1
2,5,B,C,1
2,5,C,D,1
2,5,D,E,1
2,A,1,2,1
2,A,2,3,1
2,A,3,4,1
2,A,4,5,1
2,B,1,2,1
2,B,2,3,1
2,B,3,4,1
2,B,4,5,1
2,C,1,2,1
2,C,2,3,1
2,C,3,4,1
2,C,4,5,1
2,D,1,2,1
2,D,2,3,1
2,D,3,4,1
2,D,4,5,1
2,E,1,2,1
2,E,2,3,1
2,E,3,4,1
2,E,4,5,1
3,1,A,B,1
3,1,B,C,1
3,1,C,D,1
3,1,D,E,1
3,2,A,B,1
3,2,B,C,1
3,2,C,D,1
3,2,D,E,1
3,3,A,B,1
3,3,B,C,1
3,3,C,D,1
3,3,D,E,1
3,4,A,B,1
3,4,B,C,1
3,4,C,D,1
3,4,D,E,1
3,5,A,B,1
3,5,B,C,1
3,5,C,D,1
3,5,D,E,1
3,A,1,2,1
3,A,2,3,1
3,A,3,4,1
3,A,4,5,1
3,B,1,2,1
3,B,2,3,1
3,B,3,4,1
3,B,4,5,1
3,C,1,2,1
3,C,2,3,1
3,C,3,4,1
3,C,4,5,1
3,D,1,2,1
3,D,2,3,1
3,D,3,4,1
3,D,4,5,1
3,E,1,2,1
3,E,2,3,1
3,E,3,4,1
3,E,4,5,1
4,1,A,B,1
4,1,B,C,1
4,1,C,D,1
4,1,D,E,1
4,2,A,B,1
4,2,B,C,1
4,2,C,D,1
4,2,D,E,1
4,3,A,B,1
4,3,B,C,1
4,3,C,D,1
4,3,D,E,1
4,4,A,B,1
4,4,B,C,1
4,4,C,D,1
4,4,D,E,1
4,5,A,B,1
4,5,B,C,1
4,5,C,D,1
4,5,D,E,1
4,A,1,2,1
4,A,2,3,1
4,A,3,4,1
4,A,4,5,1
4,B,1,2,1
4,B,2,3,1
4,B,3,4,1
4,B,4,5,1
4,C,1,2,1
4,C,2,3,1
4,C,3,4,1
4,C,4,5,1
4,D,1,2,1
4,D,2,3,1
4,D,3,4,1
4,D,4,5,1
4,E,1,2,1
4,E,2,3,1
4,E,3,4,1
4,E,4,5,1
5,1,A,B,1
5,1,B,C,1
5,1,C,D,1
5,1,D,E,1
5,2,A,B,1
5,2,B,C,1
5,2,C,D,1
5,2,D,E,1
5,3,A,B,1
5,3,B,C,1
5,3,C,D,1
5,3,D,E,1
5,4,A,B,1
5,4,B,C,1
5,4,C,D,1
5,4,D,E,1
5,5,A,B,1
5,5,B,C,1
5,5,C,D,1
5,5,D,E,1
5,A,1,2,1
5,A,2,3,1
5,A,3,4,1
5,A,4,5,1
5,B,1,2,1
5,B,2,3,1
5,B,3,4,1
5,B,4,5,1
5,C,1,2,1
5,C,2,3,1
5,C,3,4,1
5,C,4,5,1
5,D,1,2,1
5,D,2,3,1
5,D,3,4,1
5,D,4,5,1
5,E,1,2,1
5,E,2,3,1
5,E,3,4,1
5,E,4,5,1
6,1,A,B,1
6,1,B,C,1
6,1,C,D,1
6,1,D,E,1
6,2,A,B,1
6,2,B,C,1
6,2,C,D,1
6,2,D,E,1
6,3,A,B,1
6,3,B,C,1
6,3,C,D,1
6,3,D,E,1
6,4,A,B,1
6,4,B,C,1
6,4,C,D,1
6,4,D,E,1
6,5,A,B,1
6,5,B,C,1
6,5,C,D,1
6,5,D,E,1
6,A,1,2,1
6,A,2,3,1
6,A,3,4,1
6,A,4,5,1
6,B,1,2,1
6,B,2,3,1
6,B,3,4,1
6,B,4,5,1
6,C,1,2,1
6,C,2,3,1
6,C,3,4,1
6,C,4,5,1
6,D,1,2,1
6,D,2,3,1
6,D,3,4,1
6,D,4,5,1
6,E,1,2,1
6,E,2,3,1
6,E,3,4,1
6,E,4,5,1
7,1,A,B,1
7,1,B,C,1
7,1,C,D,1
7,1,D,E,1
7,2,A,B,1
7,2,B,C,1
7,2,C,D,1
7,2,D,E,1
7,3,A,B,1
7,3,B,C,1
7,3,C,D,1
7,3,D,E,1
7,4,A,B,1
7,4,B,C,1
7,4,C,D,1
7,4,D,E,1
7,5,A,B,1
7,5,B,C,1
7,5,C,D,1
7,5,D,E,1
7,A,1,2,1
7,A,2,3,1
7,A,3,4,1
7,A,4,5,1
7,B,1,2,1
7,B,2,3,1
7,B,3,4,1
7,B,4,5,1
7,C,1,2,1
7,C,2,3,1
7,C,3,4,1
7,C,4,5,1
7,D,1,2,1
7,D,2,3,1
7,D,3,4,1
7,D,4,5,1
7,E,1,2,1
7,E,2,3,1
7,E,3,4,1
7,E,4,5,1
8,1,A,B,1
8,1,B,C,1
8,1,C,D,1
8,1,D,E,1
8,2,A,B,1
8,2,B,C,1
8,2,C,D,1
8,2,D,E,1
8,3,A,B,1
8,3,B,C,1
8,3,C,D,1
8,3,D,E,1
8,4,A,B,1
8,4,B,C,1
8,4,C,D,1
8,4,D,E,1
8,5,A,B,1
8,5,B,C,1
8,5,C,D,1
8,5,D,E,1
8,A,1,2,1
8,A,2,3,1
8,A,3,4,1
8,A,4,5,1
8,B,1,2,1
8,B,2,3,1
8,B,3,4,1
8,B,4,5,1
8,C,1,2,1
8,C,2,3,1
8,C,3,4,1
8,C,4,5,1
8,D,1,2,1
8,D,2,3,1
8,D,3,4,1
8,D,4,5,1
8,E,1,2,1
8,E,2,3,1
8,E,3,4,1
8,E,4,5,1
9,1,A,B,1
9,1,B,C,1
9,1,C,D,1
9,1,D,E,1
9,2,A,B,1
9,2,B,C,1
9,2,C,D,1
9,2,D,E,1
9,3,A,B,1
9,3,B,C,1
9,3,C,D,1
9,3,D,E,1
9,4,A,B,1
9,4,B,C,1
9,4,C,D,1
9,4,D,E,1
9,5,A,B,1
9,5,B,C,1
9,5,C,D,1
9,5,D,E,1
9,A,1,2,1
9,A,2,3,1
9,A,3,4,1
9,A,4,5,1
9,B,1,2,1
9,B,2,3,1
9,B,3,4,1
9,B,4,5,1
9,C,1,2,1
9,C,2,3,1
9,C,3,4,1
9,C,4,5,1
9,D,1,2,1
9,D,2,3,1
9,D,3,4,1
9,D,4,5,1
9,E,1,2,1
9,E,2,3,1
9,E,3,4,1
9,E,4,5,1
10,1,A,B,1
10,1,B,C,1
10,1,C,D,1
10,1,D,E,1
10,2,A,B,1
10,2,B,C,1
10,2,C,D,1
10,2,D,E,1
10,3,A,B,1
10,3,B,C,1
10,3,C,D,1
10,3,D,E,1
